Index,Year,Player,Pos,Age,Tm,G,GS,MP,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2660,1989,Kareem Abdul-Jabbar,C,41,LAL,74,74,1695,23,12.9,0.511,0.005,0.25,7.3,14.2,11,6.1,1.1,2.9,11.5,20.1,0.9,2,2.9,0.082,-2.3,0,-2.3,-0.1,313,659,0.475,0,3,0,313,656,0.477,0.475,122,165,0.739,103,231,334,74,38,85,95,196,748
2661,1989,Mark Acres,C,26,BOS,62,0,632,10,8.2,0.507,0.009,0.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,0.4,0.5,0.9,0.066,-2.1,-0.4,-2.5,-0.1,55,114,0.482,1,1,1,54,113,0.478,0.487,26,48,0.542,59,87,146,19,19,6,23,94,137
2662,1989,Michael Adams,PG,26,DEN,77,77,2787,36,17.5,0.567,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,5.4,2.9,8.3,0.143,3.8,-0.6,3.2,3.7,468,1082,0.433,166,466,0.356,302,616,0.49,0.509,322,393,0.819,71,212,283,490,166,11,180,149,1424
2663,1989,Mark Aguirre,SF,29,TOT,80,76,2597,32,16.4,0.524,0.137,0.309,6.4,10,8.3,17.9,0.9,0.8,12.6,27.4,2.4,2.1,4.5,0.082,1.7,-1.2,0.5,1.7,586,1270,0.461,51,174,0.293,535,1096,0.488,0.481,288,393,0.733,146,240,386,278,45,36,208,229,1511
2666,1989,Danny Ainge,PG,29,TOT,73,54,2377,33,18,0.554,0.29,0.228,3.3,8.7,6,25.3,1.9,0.2,11.1,22.6,5.2,1.4,6.7,0.135,4,-1.6,2.3,2.6,480,1051,0.457,116,305,0.38,364,746,0.488,0.512,205,240,0.854,71,184,255,402,93,8,145,186,1281
2669,1989,Mark Alarie,PF,25,WSB,74,5,1141,15,13.3,0.531,0.088,0.202,9.5,15.2,12.2,7.8,1,1.1,11.7,18.7,1.2,1,2.2,0.093,-0.7,-1,-1.8,0.1,206,431,0.478,13,38,0.342,193,393,0.491,0.493,73,87,0.839,103,152,255,63,25,22,62,160,498
2670,1989,Steve Alford,PG,24,TOT,66,3,906,14,11.9,0.522,0.17,0.188,1.1,6.8,4,13.2,2.2,0.2,11.4,16.6,0.7,0.7,1.4,0.072,-1.7,-1.8,-3.5,-0.3,148,324,0.457,20,55,0.364,128,269,0.476,0.488,50,61,0.82,10,62,72,92,45,3,45,57,366
2673,1989,Randy Allen,SG,24,SAC,7,0,43,6,6.9,0.428,0.053,0.105,7.4,10.2,8.7,0,1.1,1.3,9.1,20.9,-0.1,0,0,-0.035,-7.1,-5.2,-12.4,-0.1,8,19,0.421,0,1,0,8,18,0.444,0.421,1,2,0.5,3,4,7,0,1,1,2,7,17
2674,1989,Greg Anderson,PF,24,SAS,82,56,2401,29,14.9,0.516,0.003,0.441,11.2,20.2,15.5,3.7,2,2.6,14.2,20.6,0.4,3.1,3.4,0.069,-2.4,-0.1,-2.5,-0.3,460,914,0.503,0,3,0,460,911,0.505,0.503,207,403,0.514,255,421,676,61,102,103,180,221,1127
2675,1989,Michael Anderson,PG,22,SAS,36,12,730,20,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,-0.5,0.6,0.2,0.01,-3,-0.4,-3.4,-0.3,73,175,0.417,1,7,0.143,72,168,0.429,0.42,57,82,0.695,44,45,89,153,44,3,84,64,204
2676,1989,Richard Anderson,PF,28,POR,72,3,1082,15,12,0.509,0.405,0.109,6,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.9,1.2,2.1,0.093,-0.7,0,-0.7,0.4,145,348,0.417,49,141,0.348,96,207,0.464,0.487,32,38,0.842,62,169,231,98,44,12,54,100,371
2677,1989,Ron Anderson,SF,30,PHI,82,12,2618,32,15.3,0.531,0.01,0.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,3.5,0.9,4.4,0.081,0.7,-1.7,-1,0.7,566,1152,0.491,2,11,0.182,564,1141,0.494,0.492,196,229,0.856,167,239,406,139,71,23,126,166,1330
2678,1989,Willie Anderson,SF,22,SAS,81,79,2738,34,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,2.1,2.8,4.9,0.085,0.9,0.6,1.5,2.4,640,1285,0.498,4,21,0.19,636,1264,0.503,0.5,224,289,0.775,152,265,417,372,150,62,261,295,1508
2679,1989,John Bagley,PG,28,NJN,68,20,1642,24,11.3,0.467,0.112,0.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,-0.6,1,0.4,0.013,-2.5,-1.5,-4,-0.8,200,481,0.416,11,54,0.204,189,427,0.443,0.427,89,123,0.724,36,108,144,391,72,5,159,117,500
2680,1989,Thurl Bailey,SF,27,UTA,82,3,2777,34,15.6,0.544,0.004,0.346,5,12.3,8.9,8.5,0.8,2,12.4,25.5,2.4,4.1,6.5,0.113,-1.1,0.3,-0.8,0.8,615,1272,0.483,2,5,0.4,613,1267,0.484,0.484,363,440,0.825,115,332,447,138,48,91,208,185,1595
2681,1989,Greg Ballard,SF,34,SEA,2,0,15,8,7.1,0.307,0.125,0.5,14.5,38.5,26.1,0,0,0,0,25.9,0,0,0,0.021,-10.7,-11.3,-21.9,-0.1,1,8,0.125,0,1,0,1,7,0.143,0.125,4,4,1,2,5,7,0,0,0,0,3,6
2682,1989,Ken Bannister,PF,28,LAC,9,2,130,14,17.9,0.624,0.028,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,0.3,0.2,0.4,0.15,-1.7,-2,-3.7,-0.1,22,36,0.611,0,1,0,22,35,0.629,0.611,30,53,0.566,6,27,33,3,7,2,8,17,74
2683,1989,Charles Barkley,PF,25,PHI,79,79,3088,39,27,0.653,0.134,0.661,14.5,21.3,17.9,16,2,1.3,14,24.4,13.2,2.9,16.1,0.25,8.5,1.3,9.8,9.2,700,1208,0.579,35,162,0.216,665,1046,0.636,0.594,602,799,0.753,403,583,986,325,126,67,254,262,2037
2684,1989,John Battle,SG,26,ATL,82,0,1672,20,13.5,0.532,0.054,0.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,2.2,1,3.2,0.092,-0.4,-2.1,-2.5,-0.2,287,628,0.457,11,34,0.324,276,594,0.465,0.466,194,238,0.815,30,110,140,197,42,9,104,125,779
2685,1989,Benoit Benjamin,C,24,LAC,79,62,2585,33,17.4,0.593,0.002,0.47,6.8,21.9,14.4,8.7,1,4.7,17.8,20.3,2.3,2.9,5.1,0.095,-1.3,1.6,0.4,1.5,491,907,0.541,0,2,0,491,905,0.543,0.541,317,426,0.744,164,532,696,157,57,221,237,221,1299
2686,1989,Ricky Berry,SG,24,SAC,64,21,1406,22,13.1,0.552,0.282,0.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,1.6,0.8,2.4,0.083,0,-1.8,-1.7,0.1,255,567,0.45,65,160,0.406,190,407,0.467,0.507,131,166,0.789,57,140,197,80,37,22,82,197,706
2687,1989,Walter Berry,PF,24,TOT,69,31,1355,20,13.2,0.54,0.004,0.285,6.9,14.8,10.8,8.5,1,2.1,13.6,19.5,1,1.4,2.4,0.085,-1.9,-0.1,-2,0,254,501,0.507,1,2,0.5,253,499,0.507,0.508,100,143,0.699,86,181,267,77,29,48,89,183,609
2690,1989,Larry Bird,SF,32,BOS,6,6,189,32,19.8,0.516,0,0.183,0.6,21.6,11.2,24.3,1.6,1.6,8.9,27.1,0.3,0.2,0.5,0.129,0.6,-0.1,0.5,0.1,49,104,0.471,0,0,0,49,104,0.471,0.471,18,19,0.947,1,36,37,29,6,5,11,18,116
2691,1989,Otis Birdsong,SG,33,BOS,13,0,108,8,7,0.502,0.083,0.056,4.3,9.4,6.9,11.5,1.4,0.5,24.5,18.8,-0.2,0.1,-0.1,-0.051,-4.6,-1.7,-6.3,-0.1,18,36,0.5,1,3,0.333,17,33,0.515,0.514,0,2,0,4,9,13,9,3,1,12,10,37
2692,1989,Uwe Blab,C,26,DAL,37,0,208,6,10.8,0.54,0,0.481,5.9,17.3,11.7,8.2,0.7,3.6,18.2,16,0.1,0.2,0.3,0.069,-4.2,0.5,-3.7,-0.1,24,52,0.462,0,0,0,24,52,0.462,0.462,20,25,0.8,11,33,44,12,3,13,14,36,68
2693,1989,Rolando Blackman,SG,29,DAL,78,78,2946,38,15.9,0.543,0.068,0.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,4.2,1.4,5.7,0.092,1.1,-1.7,-0.6,1,594,1249,0.476,30,85,0.353,564,1164,0.485,0.488,316,370,0.854,70,203,273,288,65,20,165,137,1534
2694,1989,Muggsy Bogues,PG,24,CHH,79,21,1755,22,15.3,0.463,0.031,0.211,3.2,7.4,5.2,46.2,3,0.2,21.4,13.6,1.6,1,2.6,0.07,-1.2,-1.9,-3.1,-0.5,178,418,0.426,1,13,0.077,177,405,0.437,0.427,66,88,0.75,53,112,165,620,111,7,124,141,423
2695,1989,Manute Bol,C,26,GSW,80,4,1769,22,9.8,0.421,0.265,0.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,-1.2,2.8,1.7,0.046,-5.7,4.7,-1,0.4,127,344,0.369,20,91,0.22,107,253,0.423,0.398,40,66,0.606,116,346,462,27,11,345,79,226,314
2696,1989,Anthony Bowie,SG,25,SAS,18,5,438,24,10.6,0.515,0.035,0.104,6,8.1,7,9.3,1.9,0.5,12.7,15.3,0.2,0.3,0.5,0.054,-1.9,-0.6,-2.5,-0.1,72,144,0.5,1,5,0.2,71,139,0.511,0.503,10,15,0.667,25,31,56,29,18,4,22,43,155
2697,1989,Sam Bowie,C,27,POR,20,0,412,21,13.7,0.49,0.046,0.32,9.2,19.1,14,11.4,0.8,4.7,15.9,19.4,0,0.5,0.5,0.063,-2.7,1.4,-1.2,0.1,69,153,0.451,5,7,0.714,64,146,0.438,0.467,28,49,0.571,36,70,106,36,7,33,33,43,171
2698,1989,Dudley Bradley,SG,31,ATL,38,0,267,7,6.1,0.387,0.36,0.186,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,-0.3,0.3,0,0.004,-3.3,-0.1,-3.4,-0.1,28,86,0.326,8,31,0.258,20,55,0.364,0.372,8,16,0.5,7,25,32,24,16,2,14,41,72
2699,1989,Adrian Branch,SF,25,POR,67,4,811,12,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,0.7,0.8,1.5,0.087,-0.4,-2.2,-2.6,-0.1,202,436,0.463,7,31,0.226,195,405,0.481,0.471,87,120,0.725,63,69,132,60,45,3,64,99,498
2700,1989,Randy Breuer,C,28,MIL,48,4,513,11,13.8,0.496,0,0.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,0.2,0.7,0.9,0.083,-2.9,0.8,-2,0,86,179,0.48,0,0,0,86,179,0.48,0.48,28,51,0.549,51,84,135,22,9,37,29,59,200
2701,1989,Frank Brickowski,C,29,SAS,64,60,1822,28,15,0.563,0.003,0.43,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,1.4,2.2,3.6,0.094,-0.5,0.9,0.4,1.1,337,654,0.515,0,2,0,337,652,0.517,0.515,201,281,0.715,148,258,406,131,102,35,165,252,875
2702,1989,Scott Brooks,PG,23,PHI,82,6,1372,17,14,0.533,0.412,0.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,2.3,0.6,2.9,0.103,1.2,-2.7,-1.4,0.2,156,371,0.42,55,153,0.359,101,218,0.463,0.495,61,69,0.884,19,75,94,306,69,3,65,116,428
2703,1989,Mike Brown,C,25,UTA,66,16,1051,16,8.4,0.491,0,0.524,10.5,16.3,13.6,5.5,1.2,1,20.1,15.4,-0.4,1.8,1.4,0.064,-3.8,1.2,-2.6,-0.2,104,248,0.419,0,0,0,104,248,0.419,0.419,92,130,0.708,92,166,258,41,25,17,77,133,300
2704,1989,Tony Brown,SF-SG,28,TOT,43,0,365,8,10.3,0.486,0.136,0.263,6.8,6.9,6.8,9.8,2,0.7,11.4,16.7,0.2,0.4,0.5,0.071,-1.6,-0.9,-2.5,0,50,118,0.424,4,16,0.25,46,102,0.451,0.441,24,31,0.774,22,22,44,26,15,4,17,42,128
2707,1989,Mark Bryant,PF,23,POR,56,32,803,14,9.1,0.505,0,0.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,0.063,-2.9,-1.2,-4.1,-0.4,120,247,0.486,0,0,0,120,247,0.486,0.486,40,69,0.58,65,114,179,33,20,7,41,144,280
2708,1989,Greg Butler,C,22,NYK,33,0,140,4,4.7,0.493,0.063,0.417,7,15.5,11.1,1.8,0.3,0.8,23,20.4,-0.2,0.1,-0.1,-0.034,-7.4,-3.7,-11.1,-0.3,20,48,0.417,0,3,0,20,45,0.444,0.417,16,20,0.8,9,19,28,2,1,2,17,28,56
2709,1989,Michael Cage,PF,27,SEA,80,71,2536,32,14.7,0.553,0.006,0.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,3.7,2.9,6.7,0.126,0.3,1.3,1.6,2.3,314,630,0.498,0,4,0,314,626,0.502,0.498,197,265,0.743,276,489,765,126,92,52,124,184,825
2710,1989,Tony Campbell,SF,26,LAL,63,2,787,12,12.5,0.508,0.061,0.241,8,10.2,9.2,8.5,2.3,0.4,14,23.3,0.2,0.9,1.1,0.065,-1.9,-1.5,-3.4,-0.3,158,345,0.458,2,21,0.095,156,324,0.481,0.461,70,83,0.843,53,77,130,47,37,6,62,108,388
2711,1989,Antoine Carr,PF,27,ATL,78,12,1488,19,12.7,0.541,0.002,0.323,7.6,12.5,10,8.6,1,2.5,13.2,17,1.9,1.4,3.3,0.106,-0.7,0.4,-0.3,0.6,226,471,0.48,0,1,0,226,470,0.481,0.48,130,152,0.855,106,168,274,91,31,62,82,221,582
2712,1989,Joe Barry,C,30,NJN,64,62,1996,31,14.2,0.497,0,0.272,6.4,20.4,13.2,8,1.7,2.4,13.6,21.5,0.1,2.2,2.3,0.056,-2.6,1.2,-1.4,0.3,363,810,0.448,0,0,0,363,810,0.448,0.448,176,220,0.8,118,355,473,105,71,81,143,193,902
2713,1989,Bill Cartwright,C,31,CHI,78,76,2333,30,11,0.535,0,0.401,7.8,17.7,12.9,5.4,0.4,1.1,17.4,20.1,0.1,2,2.1,0.042,-3.5,-1.3,-4.8,-1.7,365,768,0.475,0,0,0,365,768,0.475,0.475,236,308,0.766,152,369,521,90,21,41,190,234,966
2714,1989,Terry Catledge,PF,25,WSB,79,77,2077,26,12.6,0.518,0.007,0.373,11.6,18.8,15,5,1.1,0.7,13.1,17.6,1.4,1.9,3.3,0.077,-1.3,-0.6,-1.9,0,334,681,0.49,1,5,0.2,333,676,0.493,0.491,153,254,0.602,230,342,572,75,46,25,120,250,822
2715,1989,Ron Cavenall,C,29,NJN,5,0,16,3,7.4,0.577,0,1.667,0,14.4,6.9,0,0,7.4,27.8,18.4,0,0,0,-0.055,-9.7,-0.6,-10.4,0,2,3,0.667,0,0,0,2,3,0.667,0.667,2,5,0.4,0,2,2,0,0,2,2,2,6
2716,1989,Tom Chambers,PF,29,PHO,81,81,3002,37,19.3,0.547,0.052,0.364,5.3,18.4,12.1,11.1,1.3,1,10.8,28.2,5.1,4.1,9.2,0.146,1.2,0,1.2,2.4,774,1643,0.471,28,86,0.326,746,1557,0.479,0.48,509,598,0.851,143,541,684,231,87,55,231,271,2085
2717,1989,Mike Champion,SF,24,SEA,2,0,4,2,-43.7,0,0.333,0,0,0,0,0,0,0,25,39.8,-0.1,0,-0.1,-0.952,-31.3,-9.6,-40.8,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2718,1989,Rex Chapman,SG,21,CHH,75,44,2219,30,12.6,0.467,0.15,0.153,3.5,5.9,4.7,12.6,1.5,0.7,7.7,27.1,-0.7,0.4,-0.2,-0.005,-0.7,-2.5,-3.2,-0.7,526,1271,0.414,60,191,0.314,466,1080,0.431,0.437,155,195,0.795,74,113,187,176,70,25,113,167,1267
2719,1989,Maurice Cheeks,PG,32,PHI,71,70,2298,32,16.5,0.527,0.019,0.28,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,4.3,1,5.3,0.11,1.4,-1.5,-0.1,1.1,336,696,0.483,1,13,0.077,335,683,0.49,0.483,151,195,0.774,39,144,183,554,105,17,116,114,824
2720,1989,Derrick Chievous,SF,21,HOU,81,1,1539,19,11.6,0.506,0.038,0.385,8.1,9.9,9,7.4,1.5,0.4,15.5,22.9,0,1.6,1.6,0.05,-2.5,-1.4,-3.9,-0.7,277,634,0.437,5,24,0.208,272,610,0.446,0.441,191,244,0.783,114,142,256,77,48,11,136,161,750
2721,1989,Ben Coleman,PF,27,PHI,58,11,703,12,11.2,0.537,0,0.32,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,0.3,0.5,0.8,0.051,-3.4,-2.4,-5.8,-0.7,117,241,0.485,0,0,0,117,241,0.485,0.485,61,77,0.792,49,128,177,17,10,18,48,120,295
2722,1989,Steve Colter,PG,26,WSB,80,5,1425,18,14.1,0.503,0.055,0.365,4.6,9.6,7,21.2,2.3,0.6,10.8,16.7,1.8,1.3,3.1,0.105,-0.1,0,-0.1,0.7,203,457,0.444,3,25,0.12,200,432,0.463,0.447,125,167,0.749,62,120,182,225,69,14,64,158,534
2723,1989,Dallas Comegys,PF,24,SAS,67,10,1119,17,11.9,0.532,0.006,0.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,0.3,1.1,1.4,0.06,-3,0.1,-2.9,-0.3,166,341,0.487,0,2,0,166,339,0.49,0.487,106,161,0.658,112,122,234,30,42,63,85,160,438
2724,1989,Lester Conner,PG,29,NJN,82,63,2532,31,17.2,0.531,0.055,0.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,3.6,2.6,6.2,0.118,1.2,1.3,2.4,2.8,309,676,0.457,13,37,0.351,296,639,0.463,0.467,212,269,0.788,100,255,355,604,181,5,181,132,843
2725,1989,Darwin Cook,SG,30,TOT,66,4,1143,17,11.8,0.495,0.086,0.163,3,7.2,5,15.6,2.8,0.5,14.7,20.3,-0.1,1.1,0.9,0.039,-2.3,-1.1,-3.3,-0.4,218,478,0.456,8,41,0.195,210,437,0.481,0.464,63,78,0.808,34,73,107,127,71,10,88,121,507
2728,1989,Michael Cooper,SG,32,LAL,80,13,1943,24,11.9,0.549,0.425,0.188,2,8.5,5.5,20.3,1.8,0.9,14.9,13.4,2.6,1.8,4.4,0.11,0.7,-0.3,0.4,1.2,213,494,0.431,80,210,0.381,133,284,0.468,0.512,81,93,0.871,33,158,191,314,72,32,94,186,587
2729,1989,Wayne Cooper,C,32,DEN,79,72,1864,24,13.6,0.53,0.009,0.239,11.1,23.8,17.1,5,0.9,6.4,13,11.6,1.9,3.1,5,0.128,-2.4,3.5,1,1.4,220,444,0.495,1,4,0.25,219,440,0.498,0.497,79,106,0.745,212,407,619,78,36,211,73,302,520
2730,1989,Tyrone Corbin,SF,26,PHO,77,30,1655,21,14.7,0.592,0.004,0.394,11.8,13.7,12.8,8.9,2.3,0.4,14.7,15,3.1,2.3,5.4,0.156,1.9,1.8,3.6,2.3,245,454,0.54,0,2,0,245,452,0.542,0.54,141,179,0.788,176,222,398,118,82,13,92,222,631
2731,1989,Dave Corzine,C,32,CHI,81,7,1483,18,10.8,0.497,0.018,0.218,7.4,16.8,12.3,9.5,1,1.8,16.2,16.6,-0.1,1.5,1.4,0.046,-3.5,0.2,-3.3,-0.5,203,440,0.461,2,8,0.25,201,432,0.465,0.464,71,96,0.74,92,223,315,103,29,45,93,134,479
2732,1989,Winston Crite,SF,23,PHO,2,0,6,3,-20.3,0,0,0,18.5,0,8.9,0,0,0,25,26.4,-0.1,0,-0.1,-0.57,-20.6,-6.5,-27.1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2733,1989,Pat Cummings,PF,32,MIA,53,28,1096,21,11,0.534,0.005,0.246,8.3,21,14.4,6.8,1.3,1,20.3,20.3,-0.5,1.1,0.6,0.026,-4,-0.7,-4.7,-0.7,197,394,0.5,0,2,0,197,392,0.503,0.5,72,97,0.742,84,197,281,47,29,18,111,160,466
2734,1989,Terry Cummings,SF,27,MIL,80,78,2824,35,19.7,0.518,0.01,0.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,4.2,3.5,7.7,0.131,1.6,0,1.7,2.6,730,1563,0.467,7,15,0.467,723,1548,0.467,0.469,362,460,0.787,281,369,650,198,106,72,201,265,1829
2735,1989,Earl Cureton,C,31,CHH,82,41,2047,25,10.1,0.512,0.002,0.265,9.7,17.1,13.2,8.4,1.2,1.8,18,12.7,0.3,1.2,1.5,0.035,-2.2,1.7,-0.5,0.8,233,465,0.501,0,1,0,233,464,0.502,0.501,66,123,0.537,188,300,488,130,50,61,114,230,532
2736,1989,Dell Curry,SG,24,CHH,48,0,813,17,18.3,0.527,0.106,0.088,3.4,11.2,7.1,11.2,2.5,0.3,7.5,29.5,0.4,0.5,0.9,0.052,1.1,-2.5,-1.4,0.1,256,521,0.491,19,55,0.345,237,466,0.509,0.51,40,46,0.87,26,78,104,50,42,4,44,68,571
2737,1989,Quintin Dailey,SG,28,LAC,69,51,1722,25,16.3,0.511,0.009,0.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,1.1,1,2,0.056,-0.3,-2.4,-2.8,-0.3,448,964,0.465,1,9,0.111,447,955,0.468,0.465,217,286,0.759,69,135,204,154,90,6,122,152,1114
2738,1989,Adrian Dantley,SF,32,TOT,73,67,2422,33,17.4,0.581,0.001,0.595,5.5,9,7.3,10.9,0.9,0.3,11.9,24.3,5.5,1.9,7.4,0.147,1.5,-1.3,0.2,1.4,470,954,0.493,0,1,0,470,953,0.493,0.493,460,568,0.81,117,200,317,171,43,13,163,186,1400
2741,1989,Brad Daugherty,C,23,CLE,78,78,2821,36,18.5,0.594,0.003,0.518,7.1,20.9,14.4,14.8,1.1,0.8,15.6,22.2,5,4.6,9.6,0.164,1.2,1.4,2.6,3.3,544,1012,0.538,1,3,0.333,543,1009,0.538,0.538,386,524,0.737,167,551,718,285,63,40,230,175,1475
2742,1989,Brad Davis,PG,33,DAL,78,4,1395,18,13.3,0.574,0.269,0.325,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,1.8,1,2.7,0.094,-0.2,-1.8,-2,0,183,379,0.483,32,102,0.314,151,277,0.545,0.525,99,123,0.805,14,94,108,242,48,18,92,151,497
